Offset(V)     Pid     Handle     Access Type             Details
0x81e8e568   1532      0x744   0x100003 Semaphore        
0x81e8e5a0   1532      0x748   0x100003 Semaphore        
0x822a2970   1532      0x74c   0x1f0003 Event            
0x82261308   1532      0x750   0x1f0003 Event            
0x81e8e530   1532      0x754   0x100003 Semaphore        
0x81e8e4f8   1532      0x758   0x100003 Semaphore        
0xe26883c8   1532      0x75c    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\TRACING\NETSHELL
0x82166d18   1532      0x760   0x1f0003 Event            
0x81eb4230   1532      0x764   0x1f0003 Semaphore        
0x81f8ab58   1532      0x768   0x1f0003 Event            
0x81f76c08   1532      0x76c   0x1f0003 Semaphore        
0x81f3ad38   1532      0x770   0x1f0003 Semaphore        
0x82180d78   1532      0x774   0x100003 Event            
0x81f26230   1532      0x778   0x100003 Event            
0x81f71840   1532      0x784   0x1f0003 Semaphore        
0x82302648   1532      0x78c   0x100003 Event            
0x822a8190   1532      0x794   0x1f0003 Semaphore        
0xe1a76770   1532      0x798    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
0x81fa3328   1532      0x79c   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0xe238fbc8   1532      0x7a0    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe181dd20   1532      0x7a4    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe22d26d0   1532      0x7a8    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x821607e0   1532      0x7ac   0x1f0003 Semaphore        
0xe1a40ad8   1532      0x7b0    0xf0007 Section          MSCTF.MarshalInterface.FileMap.MAG.FC.PKEOM
0xe1b896f0   1532      0x7b4    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
0x822b7748   1532      0x7b8   0x1f0003 Semaphore        
0x823479c8   1532      0x7bc   0x1f0003 Semaphore        
0x82167410   1532      0x7c0   0x1f0003 Semaphore        
0x81e62de0   1532      0x7c4   0x1f0003 Semaphore        
0xe10d4bb0   1532      0x7c8    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe26a6568   1532      0x7cc    0xf001f Section          MSCTF.Shared.SFM.MAG
0x82181200   1532      0x7d4   0x100001 File             \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Favorites\Links
0x81f715a0   1532      0x7dc   0x1f0003 Semaphore        
0xe1a2b428   1532      0x7e0    0xf0005 Section          
0xe19eb5d8   1532      0x7e4    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\INTERNET EXPLORER\TYPEDURLS
0x81f71568   1532      0x7e8   0x1f0003 Semaphore        
0x82113bf0   1532      0x7ec   0x1f0003 Event            
0xe10eb730   1532      0x7f0    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x81f71760   1532      0x7f4   0x1f0003 Semaphore        
0xe26a6568   1532      0x7f8    0xf001f Section          MSCTF.Shared.SFM.MAG
0x821ffd78   1532      0x7fc   0x1f0003 Event            
0x81fabf00   1532      0x804   0x100003 Event            
0x81f71808   1532      0x808   0x1f0003 Semaphore        
0x81f71450   1532      0x80c   0x1f0003 Semaphore        
0x822a9b70   1532      0x810   0x120089 File             \Device\HarddiskVolume1\Program Files\Common Files\Adobe\Acrobat\ActiveX\AcroIEHelper.dll
0xe2761840   1532      0x814   0x1f0001 Port             
0x81fabed0   1532      0x818   0x1f0003 Event            
0x82367810   1532      0x81c  0x21f0003 Event            
0x81e9b388   1532      0x820   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.163_x-ww_681e29fb
0x81e9b588   1532      0x824   0x1f0003 Semaphore        shell.BitBucket.GlobalDirtyCount
0xe11931a8   1532      0x828    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x81f71648   1532      0x82c   0x1f0003 Semaphore        
0xe276d920   1532      0x830    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x81e92a70   1532      0x834   0x1f0003 Semaphore        
0x81f713e0   1532      0x838   0x1f0003 Semaphore        
0xe292d518   1532      0x83c    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe17d6108   1532      0x840    0xf0007 Section          MSCTF.MarshalInterface.FileMap.MAG.IB.KBBBK
0xe2694148   1532      0x848    0x2001f Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\SHELLNOROAM\DUIBAGS\SHELLFOLDERS\{F3364BA0-65B9-11CE-A9BA-00AA004AE837}
0xe1218d58   1532      0x84c    0xf0007 Section          MSCTF.MarshalInterface.FileMap.MAG.ED.OGLLP
0xe17c9280   1532      0x850    0xf0007 Section          MSCTF.MarshalInterface.FileMap.MAG.DB.AJEBC
0x821e12c0   1532      0x854   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0xe1189448   1532      0x858    0xf0007 Section          MSCTF.MarshalInterface.FileMap.MAG.CB.AJEBC
0xe26681e8   1532      0x85c    0x2001f Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\RUNMRU
0xe2938040   1532      0x860    0xf0007 Section          MSCTF.MarshalInterface.FileMap.MAG.EB.AJEBC
0xe224ec50   1532      0x864    0xf0007 Section          MSCTF.MarshalInterface.FileMap.MAG.HC.EEBLO
0x81f79dc8   1532      0x868   0x1f0001 Mutant           
0xe18148a0   1532      0x86c    0xf0007 Section          MSCTF.MarshalInterface.FileMap.MAG.MB.KPEBK
0x81f71728   1532      0x870   0x1f0003 Semaphore        
0xe2b2dfd8   1532      0x874    0xf0007 Section          MSCTF.MarshalInterface.FileMap.MAG.JB.KBBBK
0xe25d7140   1532      0x880    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe196add8   1532      0x884    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe17573e0   1532      0x888    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe170d460   1532      0x88c    0xf0007 Section          MSCTF.MarshalInterface.FileMap.MAG.OC.BGBFP
0xe27c92f0   1532      0x890    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x8210bcf0   1532      0x894   0x1f0001 Mutant           _!SHMSFTHISTORY!_
0x81e2a0a8   1532      0x898  0x21f0003 Event            
0x8221a550   1532      0x89c   0x1f0001 Mutant           MSCTF.Shared.MUTEX.MAG
0xe26a6568   1532      0x8a4    0xf001f Section          MSCTF.Shared.SFM.MAG
0x822a4980   1532      0x8a8   0x1f0003 Event            
0x81f716b8   1532      0x8b0   0x1f0003 Semaphore        
0xe101e290   1532      0x8b4    0xf0007 Section          MSCTF.MarshalInterface.FileMap.MAG.NB.KPEBK
0x82147368   1532      0x8b8   0x1f0003 Event            
0x81e81218   1532      0x8bc   0x1f03ff Thread           TID 2448 PID 1532
0xe2293960   1532      0x8c0    0xf0007 Section          MSCTF.MarshalInterface.FileMap.MAG.HD.OJNBAB
0x81df6210   1532      0x8e4   0x1f0003 Semaphore        shell.BitBucket.NumDeleters
0xe27ffbe0   1532      0x8e8    0xf003f Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\BITBUCKET
0x81e15028   1532      0x8f0   0x12019f File             \Device\NamedPipe\samr
0x81e898f8   1532      0x8f4   0x1f0003 Event            
0x82168290   1532      0x8f8   0x12019f File             \Device\NamedPipe\lsarpc
0xe2bc1848   1532      0x900    0x20006 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\SHELLNOROAM\BAGS\12\SHELL
0x81f68b80   1532      0x918   0x1f0003 Semaphore        shell.BitBucket.c.NextFileNum
0xe2b3c8a0   1532      0x920    0x20019 Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0xe25a43f8   1532      0x924    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\BITBUCKET
0x822604c0   1532      0x928   0x1f0003 Semaphore        shell.BitBucket.c.DirtyCount
0xe1507c78   1532      0x92c        0x3 Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\BITBUCKET\C
0x81ea6a18   1532      0x940   0x1f0003 Event            
0xe14d6820   1532      0x944    0xf003f Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\BITBUCKET\C
0x81e62488   1532     0x8348   0x1f0003 Semaphore        
0xe10096b0   1796        0x4    0xf0003 KeyedEvent       CritSecOutOfMemoryEvent
0xe177ff58   1796        0x8        0x3 Directory        KnownDlls
0x82162320   1796        0xc   0x100020 File             \Device\HarddiskVolume1\Documents and Settings\Peter Haag
0x81e59fb0   1796       0x10   0x100003 Semaphore        
0xe17d9748   1796       0x14    0xf000f Directory        Windows
0xe1ba3388   1796       0x18  0x21f0001 Port             
0x81e59e98   1796       0x1c   0x100003 Semaphore        
0xe1b55138   1796       0x20  0x20f003f Key              MACHINE
0x82268f40   1796       0x24   0x100003 Event            
0x81e66c38   1796       0x28  0x21f0003 Event            
0x81f5c520   1796       0x2c    0xf037f WindowStation    WinSta0
0x81f66208   1796       0x30    0xf01ff Desktop          Default
0x81f5c520   1796       0x34    0xf037f WindowStation    WinSta0
0xe1820f58   1796       0x38    0x2000f Directory        BaseNamedObjects
0x822a36a0   1796       0x3c   0x100000 Event            crypt32LogoffEvent
0x821c7300   1796       0x40   0x100001 File             \Device\KsecDD
0x822b90e0   1796       0x44   0x1f0003 Semaphore        shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1}
0xe2294368   1796       0x48    0x2001f Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
0x82177058   1796       0x4c   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0xe1baf760   1796       0x50  0x20f003f Key              USER\S-1-5-21-343818398-920026266-854245398-1003
0x82147f00   1796       0x54   0x1f0003 Event            
0x822542e0   1796       0x58   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x8212c058   1796       0x5c   0x1f0003 Event            
0x82147fa0   1796       0x60   0x1f0001 Mutant           {522cc220-8eff-d052-5489-c8cda6a33a87}
0x82199ff0   1796       0x64   0x1f0003 Event            
0x82142c18   1796       0x68   0x1f03ff Thread           TID 1912 PID 1796
0x82199fc0   1796       0x6c   0x1f0003 Event            
0x821227f0   1796       0x70   0x1f03ff Thread           TID 1916 PID 1796
0x82125020   1796       0x74   0x1f0003 Event            
0x82120a80   1796       0x78   0x1f03ff Thread           TID 1920 PID 1796
0x82130658   1796       0x7c   0x1f03ff Thread           TID 1924 PID 1796
0x82130a80   1796       0x80   0x1f03ff Thread           TID 1928 PID 1796
0x82125088   1796       0x84   0x1f0003 Event            
0xe2567e58   1796       0x88   0x1f0001 Port             
0x82125058   1796       0x8c   0x1f0003 Event            
0x823763b0   1796       0x90   0x1f0003 Event            
0x82120a80   1796       0x94   0x1f03ff Thread           TID 1920 PID 1796
0x82134020   1796       0x98   0x1f0003 IoCompletion     
0x82376368   1796       0x9c   0x1f0003 IoCompletion     
0x82134020   1796       0xa0   0x1f0003 IoCompletion     
0x8224d630   1796       0xa4   0x1f0001 Mutant           {72b34c23-c326-004d-0748-2bfcd1ba958e}
0x82275370   1796       0xa8   0x1f0003 Timer            {2312adf0-688f-3ca2-2499-98ddf6338a17}
0x82145fc0   1796       0xac   0x1f0003 Event            
0x82130658   1796       0xb0   0x1f03ff Thread           TID 1924 PID 1796
0x821c72b8   1796       0xb4   0x1f0001 Mutant           {17946661-cc4c-9b3b-255e-29729f404374}
0x8224d8e8   1796       0xb8   0x1f0003 Timer            {23a7a2c6-1b6d-c5e8-5a27-2e4b9cf190b5}
0x82233768   1796       0xbc   0x1f0003 Event            {97f6d4af-7a42-74b9-53c4-3738fd96812a}
0x82145f40   1796       0xc0   0x1f0003 Event            
0x82130a80   1796       0xc4   0x1f03ff Thread           TID 1928 PID 1796
0xe1962eb8   1796       0xc8        0x4 Section          
0x821ae978   1796       0xcc   0x1f0003 Event            {cf250eea-f141-19ac-be1b-d27fa005d409}
0x82131568   1796       0xd0   0x1f0003 Event            SunJavaUpdateShutdownEvent
0x82131518   1796       0xd4   0x1f0001 Mutant           SunJavaUpdateSchedulerMutex
0xe29cd710   1796       0xd8    0xf003f Key              MACHINE\SOFTWARE\JAVASOFT\JAVA UPDATE\POLICY
0x81e36758   1796       0xe0   0x1f0003 Event            
0x81e1b300   1796     0x8098   0x1f0003 Semaphore        
0xe10096b0   1840        0x4    0xf0003 KeyedEvent       CritSecOutOfMemoryEvent
0xe177ff58   1840        0x8        0x3 Directory        KnownDlls
0x81e3af90   1840        0xc   0x100020 File             \Device\HarddiskVolume1\Documents and Settings\Peter Haag
0x81f35420   1840       0x10   0x100003 Event            
0xe17d9748   1840       0x14    0xf000f Directory        Windows
0xe1a194c8   1840       0x18  0x21f0001 Port             
0x82134c00   1840       0x1c  0x21f0003 Event            
0x81f5c520   1840       0x20    0xf037f WindowStation    WinSta0
0x81f66208   1840       0x24    0xf01ff Desktop          Default
0x81f5c520   1840       0x28    0xf037f WindowStation    WinSta0
0x81e98aa8   1840       0x2c   0x100003 Semaphore        
0x81e98a70   1840       0x30   0x100003 Semaphore        
0xe1bb16e8   1840       0x34  0x20f003f Key              MACHINE
0xe1820f58   1840       0x38    0x2000f Directory        BaseNamedObjects
0x822b90e0   1840       0x3c   0x1f0003 Semaphore        shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1}
0x8211fef8   1840       0x40   0x1f0003 Event            
0x82250460   1840       0x44   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x821b2d08   1840       0x48   0x1f0003 Event            
0x821b2cc8   1840       0x4c   0x1f0001 Mutant           {568a4c5c-7c0b-a1ee-5075-8479026f5613}
0x821b2c88   1840       0x50   0x1f0003 Event            
0x82130230   1840       0x54   0x1f03ff Thread           TID 1932 PID 1840
0x821b2c58   1840       0x58   0x1f0003 Event            
0x821387f0   1840       0x5c   0x1f03ff Thread           TID 1936 PID 1840
0xe1bf60b8   1840       0x60  0x20f003f Key              USER\S-1-5-21-343818398-920026266-854245398-1003
0x82138c18   1840       0x64   0x1f03ff Thread           TID 1940 PID 1840
0x8214fa80   1840       0x68   0x1f03ff Thread           TID 1944 PID 1840
0x821343c8   1840       0x6c   0x1f03ff Thread           TID 1948 PID 1840
0xe25ba460   1840       0x70   0x1f0001 Port             
0x8212bd88   1840       0x74   0x1f0003 Event            
0x81f35d50   1840       0x78   0x1f0003 Event            
0x81e66ca8   1840       0x7c   0x1f0003 Event            
0x8210bc70   1840       0x80   0x1f0003 Event            
0x82138c18   1840       0x84   0x1f03ff Thread           TID 1940 PID 1840
0x81e38130   1840       0x88   0x1f0003 IoCompletion     
0x81e380e8   1840       0x8c   0x1f0003 IoCompletion     
0x81e38130   1840       0x90   0x1f0003 IoCompletion     
0x8224d630   1840       0x94   0x1f0001 Mutant           {72b34c23-c326-004d-0748-2bfcd1ba958e}
0x82275370   1840       0x98   0x1f0003 Timer            {2312adf0-688f-3ca2-2499-98ddf6338a17}
0x82131410   1840       0x9c   0x1f0003 Event            
0x8214fa80   1840       0xa0   0x1f03ff Thread           TID 1944 PID 1840
0x821c72b8   1840       0xa4   0x1f0001 Mutant           {17946661-cc4c-9b3b-255e-29729f404374}
0x8224d8e8   1840       0xa8   0x1f0003 Timer            {23a7a2c6-1b6d-c5e8-5a27-2e4b9cf190b5}
0x82233768   1840       0xac   0x1f0003 Event            {97f6d4af-7a42-74b9-53c4-3738fd96812a}
0x81e3eab0   1840       0xb0   0x1f0003 Event            
0x821343c8   1840       0xb4   0x1f03ff Thread           TID 1948 PID 1840
0xe1962eb8   1840       0xb8        0x4 Section          
0x821ae978   1840       0xbc   0x1f0003 Event            {cf250eea-f141-19ac-be1b-d27fa005d409}
0x82190cc0   1840       0xc0   0x1f0001 Mutant           CTF.LBES.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0xe19e36d8   1840       0xc4    0xf0007 Section          CiceroSharedMemDefaultS-1-5-21-343818398-920026266-854245398-1003
0x82190c70   1840       0xc8   0x1f0001 Mutant           CTF.Compart.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0x82190c20   1840       0xcc   0x1f0001 Mutant           CTF.Asm.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0x81f28928   1840       0xd0   0x1f0001 Mutant           CTF.Layouts.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0x81f288d8   1840       0xd4   0x1f0001 Mutant           CTF.TMD.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0xe256c020   1840     0x2f2c  0x20f003f Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x81e19ca0   1840     0x8084   0x1f0003 Semaphore        
0xe10096b0   1852        0x4    0xf0003 KeyedEvent       CritSecOutOfMemoryEvent
0xe177ff58   1852        0x8        0x3 Directory        KnownDlls
0x82141348   1852        0xc   0x100020 File             \Device\HarddiskVolume1\Documents and Settings\Peter Haag
0x821436f8   1852       0x10   0x1f0003 Event            
0xe17d9748   1852       0x14    0xf000f Directory        Windows
0xe25dc170   1852       0x18  0x21f0001 Port             
0x81f5c520   1852       0x1c    0xf037f WindowStation    WinSta0
0xe1820f58   1852       0x20    0x2000f Directory        BaseNamedObjects
0x822357f0   1852       0x24   0x1f0001 Mutant           SHIMLIB_LOG_MUTEX
0x822a1a78   1852       0x28   0x100003 Event            
0x81f66208   1852       0x2c    0xf01ff Desktop          Default
0x81f5c520   1852       0x30    0xf037f WindowStation    WinSta0
0x81f35d10   1852       0x34   0x100003 Semaphore        
0x81f35cd8   1852       0x38   0x100003 Semaphore        
0xe25a79d8   1852       0x3c  0x20f003f Key              MACHINE
0x82253400   1852       0x40   0x100001 File             \Device\KsecDD
0x8214adc0   1852       0x44   0x1f0003 Event            
0x81eba488   1852       0x48   0x100003 Semaphore        
0x81eba450   1852       0x4c   0x100003 Semaphore        
0xe1bafeb0   1852       0x50    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\DRIVERS32
0x81ebb020   1852       0x54   0x1f0003 Event            
0x822359d0   1852       0x58   0x1f0003 Event            
0xe25a69c8   1852       0x5c    0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\DRIVERS32
0x822b90e0   1852       0x60   0x1f0003 Semaphore        shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1}
0x8212e250   1852       0x64   0x1f0003 Event            userenv:  User Profile setup event
0x81ea6028   1852       0x68   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x81e55310   1852       0x70  0x21f0003 Event            
0x82138458   1852       0x74   0x1f0003 Event            
0xe22725d8   1852       0x78  0x20f003f Key              USER\S-1-5-21-343818398-920026266-854245398-1003_CLASSES
0x8212fa18   1852       0x7c   0x1f0003 Event            
0x821465e0   1852       0x80   0x1f0001 Mutant           {57bb14f8-d3f7-20ea-ac41-a005be1bd27f}
0x8212fe68   1852       0x84   0x1f0003 Event            
0x82144708   1852       0x88   0x1f03ff Thread           TID 124 PID 1852
0x8212fe38   1852       0x8c   0x1f0003 Event            
0x8212e800   1852       0x90   0x1f03ff Thread           TID 128 PID 1852
0x8211e570   1852       0x94   0x1f03ff Thread           TID 148 PID 1852
0x8219ada8   1852       0x98   0x1f03ff Thread           TID 172 PID 1852
0x81e1b020   1852       0x9c   0x1f03ff Thread           TID 176 PID 1852
0x821460a8   1852       0xa0   0x1f0003 Event            
0x82146078   1852       0xa4   0x1f0003 Event            
0x81e3ae68   1852       0xa8   0x1f0003 Event            
0x81e3ae38   1852       0xac   0x1f0003 Event            
0x8219ada8   1852       0xb0   0x1f03ff Thread           TID 172 PID 1852
0x822a4db8   1852       0xb4   0x1f0003 IoCompletion     
0x8211ff28   1852       0xb8   0x1f0003 IoCompletion     
0x822a4db8   1852       0xbc   0x1f0003 IoCompletion     
0x821c72b8   1852       0xc0   0x1f0001 Mutant           {17946661-cc4c-9b3b-255e-29729f404374}
0x8224d8e8   1852       0xc4   0x1f0003 Timer            {23a7a2c6-1b6d-c5e8-5a27-2e4b9cf190b5}
0xe25670b8   1852       0xc8  0x20f003f Key              USER\S-1-5-21-343818398-920026266-854245398-1003
0x82233768   1852       0xcc   0x1f0003 Event            {97f6d4af-7a42-74b9-53c4-3738fd96812a}
0x81e3add8   1852       0xd0   0x1f0003 Event            
0x8211e570   1852       0xd4   0x1f03ff Thread           TID 148 PID 1852
0x8224d630   1852       0xd8   0x1f0001 Mutant           {72b34c23-c326-004d-0748-2bfcd1ba958e}
0x82275370   1852       0xdc   0x1f0003 Timer            {2312adf0-688f-3ca2-2499-98ddf6338a17}
0x82116610   1852       0xe0   0x1f0003 Event            QUIT923100
0x81e1b020   1852       0xe4   0x1f03ff Thread           TID 176 PID 1852
0x821d2478   1852       0xe8  0x21f0003 Event            
0x821ae978   1852       0xec   0x1f0003 Event            {cf250eea-f141-19ac-be1b-d27fa005d409}
0x81e3eb30   1852       0xf0   0x1f03ff Thread           TID 252 PID 1852
0x82135f18   1852       0xf4   0x1f0003 Event            QUIT923840
0xe26182b8   1852       0xf8    0x2001f Key              USER\S-1-5-21-343818398-920026266-854245398-1003\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
0x822a36a0   1852       0xfc   0x100000 Event            crypt32LogoffEvent
0x8220cb50   1852      0x100   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x82113ce0   1852      0x104   0x1f0003 Event            
0x8212c490   1852      0x108   0x1f03ff Thread           TID 1856 PID 1852
0x823af560   1852      0x10c   0x1f0003 Event            
0xe1b04ed0   1852      0x110        0x4 Section          mmGlobalPnpInfo
0xe1bd6df0   1852      0x114   0x1f0001 Port             
0x8218e0d0   1852      0x118   0x100002 Event            mixercallback
0x8212a0e0   1852      0x11c   0x1f0001 Mutant           
0x8218e030   1852      0x120   0x1f0001 Mutant           MidiMapper_modLongMessage_RefCnt
0x8212b188   1852      0x124   0x1f0001 Mutant           MidiMapper_Configure
0x82119ab0   1852      0x128   0x12019f File             \Device\KSENUM#00000001\{9B365890-165F-11D0-A195-0020AFD156E4}
0x81f373a8   1852      0x12c   0x1f0001 Mutant           
0x81f52850   1852      0x130   0x1f0001 Mutant           
0x822ab8e8   1852      0x134   0x1f03ff Thread           TID 1384 PID 1852
0x81f1d2a8   1852      0x138   0x100002 Event            hardwaremixercallback
0x82190c20   1852      0x13c   0x1f0001 Mutant           CTF.Asm.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0x82190c70   1852      0x140   0x1f0001 Mutant           CTF.Compart.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0x81ebbdd0   1852      0x144   0x1f0001 Mutant           
0x81efd878   1852      0x148   0x1f0001 Mutant           CTF.TimListCache.FMPDefaultS-1-5-21-343818398-920026266-854245398-1003MUTEX.DefaultS-1-5-21-343818398-920026266-854245398-1003
0x81f288d8   1852      0x14c   0x1f0001 Mutant           CTF.TMD.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0x8211dec0   1852      0x150   0x1f0003 Event            
0x81f28928   1852      0x154   0x1f0001 Mutant           CTF.Layouts.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0xe1a435d0   1852      0x158        0x6 Section          WDMAUD_Callbacks
0x8211dcf0   1852      0x15c   0x1f0001 Mutant           
0x81eb8448   1852      0x160   0x1f0003 Event            
0x8211dcc0   1852      0x164   0x1f0003 Event            
0xe2287c28   1852      0x168    0xf001f Section          CTF.TimListCache.FMPDefaultS-1-5-21-343818398-920026266-854245398-1003SFM.DefaultS-1-5-21-343818398-920026266-854245398-1003
0xe19e36d8   1852      0x16c    0xf0007 Section          CiceroSharedMemDefaultS-1-5-21-343818398-920026266-854245398-1003
0x82190cc0   1852      0x170   0x1f0001 Mutant           CTF.LBES.MutexDefaultS-1-5-21-343818398-920026266-854245398-1003
0x82157328   1852      0x174   0x1f0003 Event            QUIT9221c0
0x81ea4cf8   1852      0x178   0x1f0003 Event            SLEEP9221c0
0x82156c20   1852      0x17c   0x1f03ff Thread           TID 696 PID 1852
0x82157190   1852      0x180  0x21f0003 Event            
0x81ebbeb8   1852      0x184   0x1f0003 Event            QUIT9232c0
0x821507f8   1852      0x188   0x1f03ff Thread           TID 1404 PID 1852
0x821681a0   1852      0x18c  0x21f0003 Event            
0x821676c8   1852      0x190   0x1f0003 Event            QUIT924c60
0x82151568   1852      0x194   0x1f03ff Thread           TID 1160 PID 1852
0x822195d8   1852      0x198   0x120089 File             \Device\HarddiskVolume1\Program Files\Common Files\Real\Plugins\ExtResources\core3260.xrs
0x82168170   1852      0x19c  0x21f0003 Event            
0x8225f0c0   1852      0x1a0   0x1f0001 Mutant           DBWinMutex
0x81e381b0   1852     0x80b8   0x1f0003 Semaphore        
0xe10096b0   1880        0x4    0xf0003 KeyedEvent       CritSecOutOfMemoryEvent
0xe177ff58   1880        0x8        0x3 Directory        KnownDlls
0x82179e98   1880        0xc   0x100020 File             \Device\HarddiskVolume1\Documents and Settings\Peter Haag
0x821283b0   1880       0x10   0x100003 Event            
0xe17d9748   1880       0x14    0xf000f Directory        Windows
0xe2561020   1880       0x18  0x21f0001 Port             
0x82133ff0   1880       0x1c  0x21f0003 Event            
0x81f5c520   1880       0x20    0xf037f WindowStation    WinSta0
0x81f66208   1880       0x24    0xf01ff Desktop          Default
0x81f5c520   1880       0x28    0xf037f WindowStation    WinSta0
0x81eba258   1880       0x2c   0x100003 Semaphore        
0x81eba220   1880       0x30   0x100003 Semaphore        
0xe2294558   1880       0x34  0x20f003f Key              MACHINE
0xe1820f58   1880       0x38    0x2000f Directory        BaseNamedObjects
0x822b90e0   1880       0x3c   0x1f0003 Semaphore        shell.{A48F1A32-A340-11D1-BC6B-00A0C90312E1}
0x82131f80   1880       0x40   0x1f0003 Event            
0x82133090   1880       0x44   0x100020 File             \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x82131f50   1880       0x48   0x1f0003 Event            
0x82145f80   1880       0x4c   0x1f0001 Mutant           {5a823e64-f673-4936-d81d-8ca1ca579e7b}
