Offset(P)    #Ptr   #Hnd Access Name
0x0219bcd8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x0219be78      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\isapi\_vti_adm
0x0219c988      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS
0x0219ca20      2      1 R--rw- \Device\HarddiskVolume1\Program Files\xerox\nwwia
0x0219cab8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0427
0x0219d028      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Messenger\msmsgs.exe
0x0219db48      1      0 R--r-d \Device\HarddiskVolume1\Program Files\Java\jre6\bin\dcpr.dll
0x0219dec8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shgina.dll
0x0219df90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\advapi32.dll
0x0219e9a0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mscms.dll
0x0219ea38      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comres.dll
0x0219ecd0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\clbcatq.dll
0x0219ee50      4      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\system
0x0219f268      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x0219f8c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\irmon.dll
0x0219fc90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\comdlg32.dll
0x021a01f8      1      0 -W-rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\GH012LM5\mktpBox_frameStyles[2].css
0x021a03f0      2      0 RWD--- \Device\HarddiskVolume1\$SetEndOfFileInfo
0x021a0b58      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x021a1390      1      1 ------ \Device\Afd\Endpoint
0x021a1548      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x021a1650      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winspool.drv
0x021a16e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\AppPatch\acgenral.dll
0x021a2028      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Real\RealPlayer\rpap3260.dll
0x021a2e58      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wlnotify.dll
0x021a2ef0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winmm.dll
0x021a2f90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dimsntfy.dll
0x021a38b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cscdll.dll
0x021a4028      1      0 R--rwd \Device\HarddiskVolume1\Program Files\LimeWire\lib\SystemUtilities.dll
0x021a43e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\gdi32.dll
0x021a5760      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msimg32.dll
0x021a5d60      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasman.dll
0x021a5eb8      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Cookies\index.dat
0x021a6470      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rasapi32.dll
0x021a8770      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\c_1253.nls
0x021a8bd0      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Microsoft Office\Office10\1033\WWINTL.DLL
0x021a8c68      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Adobe\Reader 8.0\Reader\CoolType.dll
0x021a9758      1      1 RW---- \Device\HarddiskVolume1\WINDOWS\system32\config\SAM.LOG
0x021a99e8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x021a9b68      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\jquery.flash[1].js
0x021aee00      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\courbi.ttf
0x021aeec0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\ANTQUABI.TTF
0x021afb50      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.163_x-ww_681e29fb
0x021b0470      3      1 ------ \Device\Afd\Endpoint
0x021b16c0      3      1 ------ \Device\NamedPipe\net\NtControlPipe6
0x021b19d0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x021b1f00      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Desktop
0x021b2610      1      1 ------ \Device\Afd\Endpoint
0x021b2b70      1      1 RW-rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Application Data\LimeWire\promotion\promodb.data
0x021b31e8      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\VGX
0x021b3280      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Help\Tours\mmTour
0x021b3318      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\IME\TINTLGNT
0x021b42a8      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\ariali.ttf
0x021b4418      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\mangal.ttf
0x021b44f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\win.ini
0x021b4588      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\arial.ttf
0x021b7158      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x021b9ae0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cabinet.dll
0x021b9bb0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\mprapi.dll
0x021b9c80      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\rastls.dll
0x021ba5d8      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\cour.ttf
0x021ba7b8      2      1 ------ \Device\NamedPipe\srvsvc
0x021ba850      1      1 ------ \Device\NamedPipe\srvsvc
0x021bbe50      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\url.dll
0x021bbf90      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.163_x-ww_681e29fb
0x021bc028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wsock32.dll
0x021bd3f8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.163_x-ww_681e29fb
0x021bd600      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\eappprxy.dll
0x021bd6e8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\BitTorrent\_ssl.pyd
0x021bda28      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\isapi
0x021bdac0      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\web server extensions\40\bin\1033
0x021be340      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\olesvr32.dll
0x021bea48      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\olethk32.dll
0x021bef90      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\eappcfg.dll
0x021bf150      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\spool\drivers\color
0x021bf1e8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\PeerNet
0x021bf280      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\Speech\1033
0x021bf3c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\onex.dll
0x021c0028      1      0 R--rwd \Device\HarddiskVolume1\Program Files\BitTorrent\lib\gtk-2.0\2.4.0\engines\libwimp.dll
0x021c0550      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\browselc.dll
0x021c05e8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\dot3dlg.dll
0x021c0750      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\credui.dll
0x021c0840      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netshell.dll
0x021c0950      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netrap.dll
0x021c0d40      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\netman.dll
0x021c1bd8      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\l_10646.ttf
0x021c2e58      3      1 ------ \Device\NamedPipe\net\NtControlPipe3
0x021c4300      1      0 R--rwd \Device\HarddiskVolume1\RECYCLER\S-1-5-21-343818398-920026266-854245398-1003\desktop.ini
0x021c4578      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\icon_comment[1].png
0x021c4d30      1      0 R--r-d \Device\HarddiskVolume1\Program Files\Internet Explorer\iexplore.exe
0x021c5038      3      0 RWD--- \Device\HarddiskVolume1\$ConvertToNonresident
0x021c5508      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x021c55a8      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\GOTHICBI.TTF
0x021c56e8      3      0 RWD--- \Device\HarddiskVolume1\$ConvertToNonresident
0x021c58c8      3      0 RWD--- \Device\HarddiskVolume1\$ConvertToNonresident
0x021c61f0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\raschap.dll
0x021c6f90      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x021c7028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ntshrui.dll
0x021c7530      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wshirda.dll
0x021c7638      1      0 R--r-d \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\CA1CFI7L.swf
0x021c7768      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\tapi32.dll
0x021c7820      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\win32spl.dll
0x021c78b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\repdrvfs.dll
0x021c7d18      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmiutils.dll
0x021c8028      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Common Files\Real\Common\pnrs3260.dll
0x021c82a0      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\CAWRMXEH.gif
0x021c92c8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x021c9430      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\spoolsv.exe
0x021c9a90      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\W9QV4XQF
0x021c9d70      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Application Data\Mozilla\Firefox\Profiles\1gm4twd8.default
0x021cb660      1      1 ------ \Device\Afd\Endpoint
0x021cbf90      1      0 R--r-d \Device\HarddiskVolume1\Program Files\Java\jre6\bin\dcpr.dll
0x021cff18      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msidle.dll
0x021d0028      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Common Files\Real\Common\pngu3260.dll
0x021d0458      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\bin\jawt.dll
0x021d0500      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x021d05a0      1      0 R--rwd \Device\HarddiskVolume1\Program Files\BitTorrent\libatk-1.0-0.dll
0x021d0688      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wmiprvsd.dll
0x021d0828      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\schedsvc.dll
0x021d09c0      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\dciman32.dll
0x021d0ab8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\powrprof.dll
0x021d0b78      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\cscui.dll
0x021d0d80      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32
0x021d1688      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wzcsapi.dll
0x021d1810      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\themeui.dll
0x021d18b8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Adobe\Reader 8.0\Reader\plug_ins\Search.api
0x021d2028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.GdiPlus_6595b64144ccf1df_1.0.2600.5512_x-ww_dfb54e0c\GdiPlus.dll
0x021d4028      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Outlook Express
0x021d4158      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\oobe
0x021d4228      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\baseStyles_v2[1].css
0x021d45e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\browseui.dll
0x021d4780      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\explorer.exe
0x021d4868      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wkssvc.dll
0x021d4940      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\spoolss.dll
0x021d51c8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\audiosrv.dll
0x021d6450      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x021d7468      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\npp
0x021d7500      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\mui
0x021d86c8      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\sh16[1].htm
0x021d8760      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.163_x-ww_681e29fb
0x021da208      1      0 -W---- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Cookies\peter haag@www.tagesanzeiger[2].txt
0x021da2d8      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\GH012LM5\vimages7[1].gif
0x021da6e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\imagehlp.dll
0x021da780      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\Restore
0x021da818      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Windows NT\Pinball
0x021da8b0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\ime\shared\res
0x021da9c0      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\0P6R8DE3\mail[2]
0x021daad8      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna\Shell\Homestead
0x021dab70      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna\Shell\NormalColor
0x021dac08      2      1 R--rw- \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\Speech
0x021dc538      1      0 R--r-d \Device\HarddiskVolume1\Program Files\Java\jre6\bin\jpeg.dll
0x021dca30      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ole32.dll
0x021dd028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\tcpmon.dll
0x021de2d8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\batmeter.dll
0x021df380      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\browser.dll
0x021df418      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x021df748      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0412
0x021df7e0      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0411
0x021df878      2      1 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\mui\0410
0x021e0248      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\TA_styles_v2[1].css
0x021e04a0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\Resources\Themes\Luna\Shell\NormalColor\shellstyle.dll
0x021e0f68      1      0 R--rwd \Device\HarddiskVolume1\PROGRA~1\MICROS~2\Office10\MCPS.DLL
0x021e1228      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x021e12c0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x021e1650      2      1 RWDr-d \Device\HarddiskVolume1\DOCUME~1\PETERH~1\LOCALS~1\Temp\hsperfdata_Peter Haag\312
0x021e16e8      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\0P6R8DE3\jquery.getUrlParam[1].js
0x021e18b8      3      1 R--rwd \Device\HarddiskVolume1\Documents and Settings\All Users\Start Menu
0x021e1e78      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\mshtmled.dll
0x021e2028      1      0 -W---- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Cookies\peter haag@tagesanzeiger[2].txt
0x021e2160      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x021e21f8      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\MEMORY.DMP
0x021e2400      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\greybtn[1].png
0x021e2610      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\misc_article[2].js
0x021e2818      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\6TEDUZUT\x[1].gif
0x021e2c28      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x021e3408      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x021e34a0      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Favorites
0x021e36a8      2      1 ------ \Device\NamedPipe\lsass
0x021e39e8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x021e3dc0      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x021e3e60      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\msxml6r.dll
0x021e40b8      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x021e4150      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x021e4878      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\services.exe
0x021e4cb0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\lsass.exe
0x021e4f28      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\imm32.dll
0x021e5028      3      1 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\dxtrans.dll
0x021e5220      1      0 R--rwd \Device\HarddiskVolume1\Program Files\BitTorrent\_ctypes.pyd
0x021e54b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\regsvc.dll
0x021e5748      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\esscli.dll
0x021e58b0      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\timesi.ttf
0x021e59d0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winhttp.dll
0x021e5c58      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\shfolder.dll
0x021e6148      1      0 R--rwd \Device\HarddiskVolume1\Program Files\BitTorrent\shell.pyd
0x021e63e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemcore.dll
0x021e6678      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wbem\wbemcomn.dll
0x021e67e0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\lsansd.ttf
0x021e6b98      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\olecli32.dll
0x021e6f90      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\georgiai.ttf
0x021e7120      1      0 R--rwd \Device\HarddiskVolume1\Program Files\BitTorrent\_socket.pyd
0x021e7288      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\verdanai.ttf
0x021e73b0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\srvsvc.dll
0x021e7518      3      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\GARAIT.TTF
0x021e7640      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\psbase.dll
0x021e78b8      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msctf.dll
0x021e7b38      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wshext.dll
0x021e7dc0      1      0 R--rwd \Device\HarddiskVolume1\Program Files\BitTorrent\python24.dll
0x021e7f28      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\tahomabd.ttf
0x021e8250      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\pstorsvc.dll
0x021e84e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\winipsec.dll
0x021e8770      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\oakley.dll
0x021e88d8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\tahoma.ttf
0x021e89f8      1      0 R--rwd \Device\HarddiskVolume1\Program Files\BitTorrent\msvcr71.dll
0x021e8e08      3      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\ARIALNBI.TTF
0x021e8f28      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\Office10\MSO.DLL
0x021e90d8      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\georgiab.ttf
0x021e9200      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\ipsecsvc.dll
0x021e9560      2      0 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\timesbi.ttf
0x021e9950      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\lib\deploy.jar
0x021e9b48      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\WINGDNG2.TTF
0x021e9dd8      3      1 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\dxtmsft.dll
0x021e9f90      1      0 R--r-- \Device\HarddiskVolume1\Program Files\Internet Explorer\iexplore.exe
0x021ea028      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\wscsvc.dll
0x021ea228      1      1 ------ \Device\NamedPipe\Win32Pipes.00000138.00000003
0x021ea6b0      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\GH012LM5\jquery_ui.tabs[1].js
0x021ea8d0      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\CAYRCXM9.gif
0x021eaac8      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\0P6R8DE3\addyn_3[8]
0x021ead58      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\iepeers.dll
0x021eaf28      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\Fonts\lucon.ttf
0x021eb558      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\system32\ipconfig.exe
0x021eb750      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\arialbd.ttf
0x021eb9e0      3      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\HATTEN.TTF
0x021ec0b0      1      0 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\trebuc.ttf
0x021ec340      1      0 -W---- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Cookies\peter haag@help[1].txt
0x021ec548      3      1 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\mvboli.ttf
0x021ec7d8      1      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Favorites
0x021ec9d0      2      0 R--rw- \Device\HarddiskVolume1\WINDOWS\Fonts\timesi.ttf
0x021ecc60      2      1 RW-r-- \Device\HarddiskVolume1\WINDOWS\system32\config\SysEvent.Evt
0x021ed028      4      1 RW---- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\NTUSER.DAT
0x021ed270      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\netstat.exe
0x021ee038      3      0 RWD--- \Device\HarddiskVolume1\$ConvertToNonresident
0x021ef710      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x021f03c8      1      0 -W---- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Cookies\peter haag@dcs4hmi80wz5bdojwteluov31_9n7n[1].txt
0x021f09f8      1      0 R--r-d \Device\HarddiskVolume1\WINDOWS\system32\cryptnet.dll
0x021f18f0      1      0 R--r-- \Device\HarddiskVolume1\WINDOWS\system32\dssenh.dll
0x021f1ed8      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\WDIZSHIJ\render_ads[2].js
0x021f26b8      1      0 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\0P6R8DE3\conversion[2].js
0x021f28b0      1      0 -W---- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Cookies\peter haag@accounts[2].txt
0x021f2e98      1      0 R--rwd \Device\HarddiskVolume1\Program Files\Java\jre6\lib\fontconfig.bfc
0x021f30d8      1      1 R--rw- \Device\HarddiskVolume1\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83
0x021f3330      3      1 ------ \Device\Afd\Endpoint
0x021f3730      3      0 RWD--- \Device\HarddiskVolume1\$Directory
0x021f37c8      1      0 -W-rwd \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Local Settings\Temporary Internet Files\Content.IE5\GH012LM5\gate_rf[1].php
0x021f40e0      1      0 R--rwd \Device\HarddiskVolume1\WINDOWS\system32\msisip.dll
0x021f4248      3      1 R--rw- \Device\HarddiskVolume1\Documents and Settings\Peter Haag\Application Data\LimeWire\browser\xulrunner\chrome\en-US.jar
